,index,rate,rest_type,cuisines,cost_for_two,name,online_order,book_table,votes,listed_in(type),location,price_range
12606,19652,4.1,Kiosk,Turkish,300,Tarbouche,1,0,268,Delivery,Koramangala 5th Block,Budget
12607,19654,4.1,Casual Dining,BBQ,1000,Zaitoon,1,1,1547,Delivery,JP Nagar,Premium
12608,19656,3.9,Sweet Shop,Mithai,100,Taaza Mithai,1,0,48,Delivery,JP Nagar,Budget
12609,19660,4.2,Casual Dining,Pizza,800,Vinny's,1,1,2123,Delivery,Banashankari,Premium
12610,19661,4.2,"Casual Dining, Pub",North Indian,1000,Beer Adda,1,1,543,Delivery,Koramangala 5th Block,Premium
12611,19662,3.9,Dessert Parlor,Desserts,300,Brownie Heaven,1,0,18,Delivery,Koramangala 5th Block,Budget
12612,19663,3.9,Beverage Shop,Beverages,200,Lassi Shop,1,0,38,Delivery,JP Nagar,Budget
12613,19664,3.7,Quick Bites,Biryani,400,Ambur Star Briyani,1,0,118,Delivery,BTM,Mid
12614,19665,4.2,"Pub, Casual Dining",American,1200,Stories,1,1,2211,Delivery,JP Nagar,Luxury
12615,19669,4.0,Casual Dining,Tibetan,500,Tibetan Mother's Kitchen,1,0,958,Delivery,Koramangala 7th Block,Mid
12616,19670,3.8,Casual Dining,Andhra,800,Kundana,1,0,111,Delivery,Bannerghatta Road,Premium
12617,19672,4.1,Dessert Parlor,Desserts,500,Stoned Monkey,1,0,511,Delivery,Koramangala 6th Block,Mid
12618,19673,4.3,Quick Bites,Fast Food,400,Tall Blonde French,1,0,723,Delivery,Koramangala 5th Block,Mid
12619,19674,3.7,Quick Bites,North Indian,200,Jaganath Hotel and Restaurant,1,0,35,Delivery,JP Nagar,Budget
12620,19676,3.7,Quick Bites,Maharashtrian,200,Bombay Talkies,1,0,21,Delivery,Jayanagar,Budget
12621,19680,2.9,Casual Dining,Oriya,500,Odissi Restaurant,1,0,67,Delivery,BTM,Mid
12622,19681,4.1,Cafe,Cafe,600,WTF,1,0,93,Delivery,Koramangala 5th Block,Mid
12623,19682,3.8,Casual Dining,North Indian,900,Rustic Stove,1,0,579,Delivery,Jayanagar,Premium
12624,19684,3.5,Quick Bites,North Indian,250,Samosa Singh,1,0,4,Delivery,JP Nagar,Budget
12625,19685,3.9,Quick Bites,Fast Food,300,Cafe Zone,1,0,152,Delivery,Kumaraswamy Layout,Budget
12626,19686,3.6,Quick Bites,Maharashtrian,200,Poha House,1,0,7,Delivery,BTM,Budget
12627,19687,3.6,Quick Bites,South Indian,300,Sri Sai 99 Variety Dosa,1,0,38,Delivery,Jayanagar,Budget
12628,19688,4.2,Beverage Shop,Beverages,400,Makers of Milkshakes,1,0,55,Delivery,Koramangala 5th Block,Mid
12629,19689,4.0,Delivery,North Indian,450,Mealer.in,1,0,207,Delivery,JP Nagar,Mid
12630,19691,4.2,Cafe,Cafe,650,Smally's Resto Cafe,1,1,1700,Delivery,Koramangala 5th Block,Premium
12631,19692,3.6,Quick Bites,Healthy Food,500,Keto Kitchen,1,0,17,Delivery,Koramangala 7th Block,Mid
12632,19693,3.9,Dessert Parlor,Ice Cream,400,Cold Stone Creamery,1,0,102,Delivery,Bannerghatta Road,Mid
12633,19694,3.1,Casual Dining,Kerala,700,Kannoor Restaurant,1,0,18,Delivery,BTM,Premium
12634,19696,3.7,Quick Bites,North Indian,300,RB Food Point,1,0,35,Delivery,BTM,Budget
12635,19697,4.2,Quick Bites,Tibetan,450,Tenzin Kitchen,1,0,529,Delivery,Koramangala 7th Block,Mid
12636,19698,3.4,"Takeaway, Delivery",Fast Food,300,Maggi N Maggi House,1,0,23,Delivery,Bannerghatta Road,Budget
12637,19699,3.2,Takeaway,Rolls,250,Shawarma Inc,1,0,31,Delivery,Banashankari,Budget
12638,19700,4.2,Casual Dining,Healthy Food,800,Protein Grillhouse,1,1,179,Delivery,Jayanagar,Premium
12639,19702,3.3,Beverage Shop,Beverages,150,Chai Street,1,0,5,Delivery,Koramangala 5th Block,Budget
12640,19704,4.0,Beverage Shop,Beverages,400,The Milkshake Theory,1,0,48,Delivery,Koramangala 5th Block,Mid
12641,19707,4.0,Quick Bites,Fast Food,400,Gorbandh,1,0,85,Delivery,BTM,Mid
12642,19709,4.2,"Casual Dining, Microbrewery",North Indian,1600,Punjabi by Nature 2.0,0,0,3236,Delivery,BTM,Luxury
12643,19710,4.1,Casual Dining,Assamese,500,Axomi - Taste of Assam,1,0,613,Delivery,Koramangala 7th Block,Mid
12644,19712,3.7,Casual Dining,Bengali,650,Bhojohori Manna,1,0,666,Delivery,JP Nagar,Premium
12645,19713,3.6,Quick Bites,North Indian,250,Darshan Paradise Restaurant,1,0,15,Delivery,BTM,Budget
12646,19714,4.5,Casual Dining,Continental,800,Pin Me Down,1,1,803,Delivery,BTM,Premium
12647,19716,4.0,Quick Bites,Mexican,600,Taco Bell,1,0,910,Delivery,Bannerghatta Road,Mid
12648,19717,3.9,Quick Bites,Pizza,500,Ishta Cafe,1,0,42,Delivery,Jayanagar,Mid
12649,19719,4.1,Cafe,Cafe,600,Slate Cafe,1,0,55,Delivery,JP Nagar,Mid
12650,19720,4.5,"Dessert Parlor, Cafe",Ice Cream,500,Stoner,1,0,2608,Delivery,Koramangala 5th Block,Mid
12651,19721,4.4,Cafe,Cafe,800,Nuts Over Salads Cafe,1,1,201,Delivery,Koramangala 5th Block,Premium
12652,19722,3.8,Quick Bites,Fast Food,300,Cafe Alchemist,1,0,62,Delivery,BTM,Budget
12653,19724,3.8,Dessert Parlor,Desserts,400,The Waffles Hut,1,0,23,Delivery,Koramangala 5th Block,Mid
12654,19725,3.6,Quick Bites,Fast Food,500,Chilli Flakes,1,0,47,Delivery,Banashankari,Mid
12655,19730,3.7,"Takeaway, Delivery",North Indian,500,Dwaraka Krishna,1,0,328,Delivery,BTM,Mid
12656,19731,3.6,Beverage Shop,Ice Cream,200,Lassi Darbar,1,0,12,Delivery,BTM,Budget
12657,19732,3.8,Delivery,North Indian,400,Agarwal Food Service,1,0,268,Delivery,Bannerghatta Road,Mid
12658,19733,4.6,Lounge,American,1500,Koramangala Social,1,0,4675,Delivery,Koramangala 7th Block,Luxury
12659,19734,4.2,Cafe,Cafe,800,Roundup Cafe,1,1,488,Delivery,Koramangala 5th Block,Premium
12660,19738,4.1,Quick Bites,Chinese,300,Mystique Palate,1,0,339,Delivery,Jayanagar,Budget
12661,19739,4.3,Microbrewery,Continental,1600,Brewsky,1,1,4321,Delivery,JP Nagar,Luxury
12662,19743,3.8,Quick Bites,Burger,500,McDonald's,1,0,295,Delivery,Koramangala 5th Block,Mid
12663,19744,3.6,"Takeaway, Delivery",North Indian,100,UP Style North Indian Food,1,0,47,Delivery,Jayanagar,Budget
12664,19748,4.2,Quick Bites,Street Food,250,Cool Corner,1,0,192,Delivery,Basavanagudi,Budget
12665,19753,4.2,Dessert Parlor,Desserts,400,WAFL Co,1,0,53,Delivery,Koramangala 5th Block,Mid
12666,19757,3.7,Quick Bites,Chinese,300,Awesome Foods,1,0,25,Delivery,BTM,Budget
12667,19759,3.8,Quick Bites,Chinese,300,Manchu Cafe,1,0,23,Delivery,BTM,Budget
12668,19760,3.8,Quick Bites,North Indian,200,Tiwari's,1,0,69,Delivery,Jayanagar,Budget
12669,19761,3.9,Casual Dining,Chinese,600,Oogway Express,1,0,349,Delivery,JP Nagar,Mid
12670,19762,3.7,Quick Bites,North Indian,500,Rajveena Kitchen,1,0,28,Delivery,BTM,Mid
12671,19764,3.9,Quick Bites,North Indian,350,Food And You,1,0,34,Delivery,BTM,Mid
12672,19768,3.5,Takeaway,Juices,100,Lassi Berg,1,0,13,Delivery,BTM,Budget
12673,19771,3.9,Quick Bites,South Indian,200,Vakulaa Veg Restaurant,1,0,52,Delivery,Jayanagar,Budget
12674,19778,3.9,Quick Bites,North Indian,250,Ande Ka Funda,1,0,121,Delivery,Banashankari,Budget
12675,19779,4.2,Casual Dining,Kerala,800,Malabar Bay,1,1,1541,Delivery,BTM,Premium
12676,19781,3.8,Dessert Parlor,Ice Cream,150,Old Mumbai Ice Cream,1,0,41,Delivery,Basavanagudi,Budget
12677,19782,3.5,Beverage Shop,Beverages,300,Lassi Corner,1,0,16,Delivery,Koramangala 5th Block,Budget
12678,19784,4.1,"Casual Dining, Bar",Italian,1200,Eurasia Pasta and Barbeque by Little Italy,1,1,1064,Delivery,Jayanagar,Luxury
12679,19786,3.6,Quick Bites,Kerala,350,Boston Barista - Kappayum Curriyum,1,0,64,Delivery,BTM,Mid
12680,19789,3.9,Quick Bites,Kerala,300,Kairali,1,0,171,Delivery,BTM,Budget
12681,19791,4.2,Casual Dining,Chinese,600,Bamey's Restro Cafe,1,0,533,Delivery,Koramangala 5th Block,Mid
12682,19793,3.6,Casual Dining,Chinese,800,Canton,1,0,197,Delivery,Jayanagar,Premium
12683,19794,3.9,Casual Dining,Healthy Food,500,Pure & Natural,1,0,212,Delivery,Jayanagar,Mid
12684,19795,4.3,Quick Bites,American,400,Cravy Wings,1,0,289,Delivery,Bannerghatta Road,Mid
12685,19798,4.2,Beverage Shop,Beverages,400,Frozen Bottle,1,0,147,Delivery,Banashankari,Mid
12686,19799,2.8,Quick Bites,Tibetan,400,WOW! Momo,1,0,91,Delivery,BTM,Mid
12687,19800,3.7,Quick Bites,Continental,250,Soup Station,1,0,11,Delivery,Bannerghatta Road,Budget
12688,19801,3.9,Quick Bites,Fast Food,600,Friend's Cafe,1,0,554,Delivery,Koramangala 7th Block,Mid
12689,19803,3.5,Casual Dining,North Indian,1000,The Paramount Hotel,1,0,240,Delivery,Koramangala 5th Block,Premium
12690,19805,4.2,Cafe,Cafe,600,Pancuzzi,1,0,171,Delivery,JP Nagar,Mid
12691,19806,3.9,Casual Dining,North Indian,700,El Salver,1,1,74,Delivery,BTM,Premium
12692,19809,3.6,Dessert Parlor,Mithai,250,Asha Sweets Centre,1,0,28,Delivery,Basavanagudi,Budget
12693,19810,3.0,Quick Bites,Chinese,400,Nandhanu's Rasoi,1,0,178,Delivery,Kumaraswamy Layout,Mid
12694,19813,3.1,"Takeaway, Delivery",Kebab,400,Chef Delicacies,1,0,6,Delivery,BTM,Mid
12695,19825,3.9,Quick Bites,Beverages,200,Bhavani Chats N Juice,1,0,93,Delivery,Jayanagar,Budget
12696,19827,3.4,Quick Bites,North Indian,250,Delhi Biryani Cafe,1,0,10,Delivery,BTM,Budget
12697,19828,3.9,Quick Bites,North Indian,500,Faasos,1,0,441,Delivery,BTM,Mid
12698,19831,3.7,Pub,Chinese,1000,LIT Gastro Pub,1,1,206,Delivery,Jayanagar,Premium
12699,19832,4.1,Casual Dining,North Indian,600,1722 Urban Bistro,1,1,220,Delivery,Koramangala 5th Block,Mid
12700,19833,4.1,Bakery,Bakery,500,Bake Addiction,1,0,91,Delivery,JP Nagar,Mid
12701,19838,4.3,"Casual Dining, Cafe",Healthy Food,800,Go Native,1,1,1265,Delivery,Jayanagar,Premium
12702,19846,4.2,Dessert Parlor,Desserts,500,Cream Stone,1,0,340,Delivery,Koramangala 5th Block,Mid
12703,19847,3.6,Beverage Shop,Beverages,100,Ice Cafe & Lassi Shop,1,0,27,Delivery,BTM,Budget
12704,19849,3.8,"Cafe, Casual Dining",Cafe,800,San Churro Cafe,1,0,924,Delivery,Banashankari,Premium
12705,19850,3.9,Quick Bites,Street Food,200,Dosa Bazaar,1,0,113,Delivery,JP Nagar,Budget
12706,19851,4.0,Casual Dining,Continental,750,The Egg Factory,1,0,1310,Delivery,JP Nagar,Premium
12707,19852,3.9,Casual Dining,North Indian,500,Punjabi Swag,1,0,676,Delivery,BTM,Mid
12708,19853,3.8,Casual Dining,South Indian,450,Sukh Sagar,1,0,156,Delivery,Jayanagar,Mid
12709,19854,4.0,Cafe,Cafe,700,Steaming Mugs,1,0,241,Delivery,Basavanagudi,Premium
12710,19855,4.0,Dessert Parlor,Ice Cream,230,Rock Stone Ice Cream Factory,1,0,131,Delivery,BTM,Budget
12711,19859,4.0,Delivery,Biryani,650,Behrouz Biryani,1,0,190,Delivery,JP Nagar,Premium
12712,19860,4.5,Casual Dining,Italian,1500,Toscano,1,1,715,Delivery,Koramangala 7th Block,Luxury
12713,19864,3.1,Casual Dining,North Indian,700,Zeeshan,1,0,320,Delivery,JP Nagar,Premium
12714,19866,3.8,Casual Dining,Andhra,800,Sai Abhiruchi,1,0,339,Delivery,BTM,Premium
12715,19867,3.6,Quick Bites,South Indian,100,Mulabagilu Dosa,1,0,12,Delivery,Basavanagudi,Budget
12716,19871,3.7,Quick Bites,North Indian,200,The House Of Paratha,1,0,59,Delivery,Koramangala 5th Block,Budget
12717,19873,3.7,Quick Bites,Fast Food,200,S M V Snacks Corner,1,0,34,Delivery,Basavanagudi,Budget
12718,19878,3.7,Quick Bites,South Indian,100,Kaapi Kendra,1,0,16,Delivery,Jayanagar,Budget
12719,19879,3.1,Cafe,Cafe,900,Cafe Coffee Day,1,0,25,Delivery,Banashankari,Premium
12720,19881,4.1,Dessert Parlor,Desserts,300,Ice Cream Works,1,0,193,Delivery,Jayanagar,Budget
12721,19882,3.6,Quick Bites,Rajasthani,200,Sri Rajasthani Foods,1,0,12,Delivery,JP Nagar,Budget
12722,19883,3.8,Quick Bites,Ice Cream,250,Sandwich Mama's And Frozen Monster,1,0,55,Delivery,Jayanagar,Budget
12723,19884,4.4,"Casual Dining, Microbrewery",Continental,1600,Brooks and Bonds Brewery,1,1,3932,Delivery,Koramangala 5th Block,Luxury
12724,19888,4.0,Casual Dining,South Indian,600,Rajathadri Food Fort,1,0,468,Delivery,Jayanagar,Mid
12725,19889,3.0,Delivery,North Indian,500,Hungerbreak 24x7,1,0,7,Delivery,Koramangala 8th Block,Mid
12726,19890,4.0,Cafe,Cafe,700,Penthouse Cafe,1,0,328,Delivery,Banashankari,Premium
12727,19891,4.0,Delivery,Andhra,300,Karahi Kitchen,1,0,164,Delivery,Koramangala 5th Block,Budget
12728,19894,3.8,Quick Bites,Bengali,300,The Bong Palate,1,0,62,Delivery,BTM,Budget
12729,19895,3.0,Quick Bites,South Indian,250,Lalbagh Grand,1,0,23,Delivery,Basavanagudi,Budget
12730,19896,3.4,Quick Bites,South Indian,500,Udupi Upachar,1,0,7,Delivery,Banashankari,Mid
12731,19902,4.3,"Sweet Shop, Quick Bites",Mithai,200,Mane Holige,0,0,142,Delivery,Jayanagar,Budget
12732,19903,4.4,Cafe,Cafe,900,YORK St.,1,0,944,Delivery,Koramangala 5th Block,Premium
12733,19907,4.2,Cafe,Cafe,600,Cafe Shuffle,1,1,153,Delivery,Banashankari,Mid
12734,19909,4.2,"Casual Dining, Bar",Chinese,1100,The Coastal Crew by Fujian on 24th,1,1,1033,Delivery,JP Nagar,Luxury
12735,19910,3.1,Quick Bites,South Indian,200,Shreyas Upahar & Burger Point,1,0,8,Delivery,Basavanagudi,Budget
12736,19911,3.4,Quick Bites,Chinese,300,The little Kitchen,1,0,6,Delivery,JP Nagar,Budget
12737,19912,3.8,Casual Dining,Chinese,500,Peace Restaurant,1,0,659,Delivery,Koramangala 5th Block,Mid
12738,19913,3.4,Quick Bites,Bakery,600,The Cake Lair,1,0,9,Delivery,BTM,Mid
12739,19914,4.4,Dessert Parlor,Desserts,400,Bubblewrap Waffle Co.,1,0,360,Delivery,Jayanagar,Mid
12740,19917,3.9,Quick Bites,Italian,1000,Grillopia,1,0,97,Delivery,BTM,Premium
12741,19919,4.1,Casual Dining,Continental,700,Two Friends Cauldron,1,1,459,Delivery,JP Nagar,Premium
12742,19925,3.7,Quick Bites,Pizza,400,Domino's Pizza,1,0,386,Delivery,BTM,Mid
12743,19929,4.1,"Casual Dining, Bar",Continental,1200,Crumb Together,1,1,590,Delivery,JP Nagar,Luxury
12744,19930,3.8,Sweet Shop,Mithai,200,Sangam Sweets,1,0,75,Delivery,Koramangala 3rd Block,Budget
12745,19931,4.1,Pub,Finger Food,1200,What's In A Name,1,1,1781,Delivery,Koramangala 5th Block,Luxury
12746,19933,3.1,Quick Bites,North Indian,300,North Rasoe,1,0,6,Delivery,Kumaraswamy Layout,Budget
12747,19936,3.4,Quick Bites,North Indian,250,Sri Sapana Dhaba,1,0,9,Delivery,BTM,Budget
12748,19943,4.4,Quick Bites,Fast Food,200,Hari Super Sandwich,0,0,1830,Delivery,Jayanagar,Budget
12749,19944,3.5,Casual Dining,Andhra,750,Navami,1,0,80,Delivery,Jayanagar,Premium
12750,19946,3.7,Quick Bites,Kerala,200,Nadan Thattukada,1,0,35,Delivery,BTM,Budget
12751,19947,3.8,Casual Dining,North Eastern,650,Smokey Tribe Restaurant,1,0,265,Delivery,Koramangala 7th Block,Premium
12752,19948,4.0,Dessert Parlor,Desserts,300,Ibaco,1,0,198,Delivery,Banashankari,Budget
12753,19951,3.6,Casual Dining,North Indian,700,Tandoori Bytes,1,0,60,Delivery,Kumaraswamy Layout,Premium
12754,19952,4.0,Casual Dining,North Indian,550,Moghul Durbar Restaurant,0,0,336,Delivery,Jayanagar,Mid
12755,19953,3.8,"Cafe, Quick Bites",Cafe,400,Biggies Burger 'n' More,1,0,208,Delivery,BTM,Mid
12756,19954,3.9,Dessert Parlor,Ice Cream,200,Havmor,1,0,22,Delivery,Basavanagudi,Budget
12757,19961,3.6,Casual Dining,Bengali,700,Aami Bangali,1,0,68,Delivery,Koramangala 5th Block,Premium
12758,19966,4.1,"Pub, Casual Dining",Continental,1200,Salut,1,1,446,Delivery,Jayanagar,Luxury
12759,19968,3.9,Casual Dining,Bengali,600,Bangaliana,1,0,453,Delivery,Koramangala 7th Block,Mid
12760,19972,4.2,Casual Dining,North Indian,700,Desipun,1,1,344,Delivery,Koramangala 5th Block,Premium
12761,19973,3.7,Sweet Shop,Mithai,250,Sri Krishna Sweets,1,0,22,Delivery,Basavanagudi,Budget
12762,19974,3.9,Casual Dining,Asian,800,Thyme & Whisk,1,0,74,Delivery,Jayanagar,Premium
12763,19975,3.3,"Beverage Shop, Quick Bites",Beverages,200,City Cafe,1,0,4,Delivery,JP Nagar,Budget
12764,19978,4.4,"Beverage Shop, Quick Bites",Beverages,600,Shake It Off,1,0,658,Delivery,Jayanagar,Mid
12765,19980,4.2,Cafe,Cafe,700,Cafe Ajfan,1,0,265,Delivery,Jayanagar,Premium
12766,19985,3.7,Quick Bites,North Indian,500,The Foodyz,1,0,43,Delivery,JP Nagar,Mid
12767,19987,4.0,Quick Bites,Juices,150,I Cool,1,0,77,Delivery,JP Nagar,Budget
12768,19992,3.9,Food Court,South Indian,1200,Kailash Parbat,0,0,77,Delivery,Jayanagar,Luxury
12769,19994,3.9,Casual Dining,North Indian,500,Funky Punjab,1,0,410,Delivery,JP Nagar,Mid
12770,19995,4.5,Cafe,Cafe,900,Mudpipe Cafe,1,1,1878,Delivery,BTM,Premium
12771,19997,4.4,"Takeaway, Delivery",Beverages,350,Black Deer,1,0,149,Delivery,Koramangala 5th Block,Mid
12772,20001,4.3,Bar,Continental,1200,Crawl Street,1,1,2565,Delivery,Koramangala 5th Block,Luxury
12773,20002,4.2,Cafe,Cafe,800,Enerjuvate Studio & Cafe,0,1,738,Delivery,Jayanagar,Premium
12774,20003,4.4,"Casual Dining, Bar",Mediterranean,1500,Fava Bistro,1,1,385,Delivery,Koramangala 5th Block,Luxury
12775,20005,3.8,Quick Bites,South Indian,300,Udupi Grand,1,0,76,Delivery,Basavanagudi,Budget
12776,20008,4.0,Quick Bites,South Indian,350,The Krishna Grand Xpress,1,0,137,Delivery,Jayanagar,Mid
12777,20009,3.9,Casual Dining,North Indian,500,Tunday Kababi,1,0,1139,Delivery,Koramangala 5th Block,Mid
12778,20010,4.3,Dessert Parlor,Turkish,250,The Marash,1,0,64,Delivery,Koramangala 5th Block,Budget
12779,20012,3.8,Cafe,Cafe,600,On The Nose,1,0,614,Delivery,BTM,Mid
12780,20014,3.9,Dessert Parlor,Desserts,400,World of Waffles,1,0,181,Delivery,JP Nagar,Mid
12781,20015,4.4,"Casual Dining, Bar",North Indian,1500,Punjab Bistro,1,1,456,Delivery,Koramangala 7th Block,Luxury
12782,20021,3.9,Casual Dining,Italian,800,Ragoo's,1,0,234,Delivery,Jayanagar,Premium
12783,20028,4.4,"Casual Dining, Bar",Chinese,1000,Drunkling - Sizzlers and Pub,1,1,344,Delivery,Koramangala 5th Block,Premium
12784,20033,3.9,Casual Dining,Goan,750,Maria's Goan Kitchen,1,0,392,Delivery,Koramangala 7th Block,Premium
12785,20037,3.1,Quick Bites,Beverages,150,Shri Vinayaka Ice N Juice,1,0,12,Delivery,Basavanagudi,Budget
12786,20041,4.1,Cafe,Cafe,800,Cafe Cosy,0,1,114,Delivery,Jayanagar,Premium
12787,20043,4.0,"Pub, Bar",Finger Food,1300,Watson's,1,1,1017,Delivery,JP Nagar,Luxury
12788,20044,3.8,Cafe,Chinese,700,Kirthi's Biryani,1,0,145,Delivery,Banashankari,Premium
12789,20046,4.1,"Microbrewery, Casual Dining",North Indian,1500,Brew Meister,1,1,975,Delivery,Jayanagar,Luxury
12790,20047,4.2,"Beverage Shop, Quick Bites",Beverages,400,Drunken Monkey,1,0,116,Delivery,BTM,Mid
12791,20058,3.9,Bar,North Indian,1000,Mockaholic Restro Beer Cafe,1,0,919,Delivery,JP Nagar,Premium
12792,20059,3.6,Quick Bites,Biryani,400,SGS Non Veg - Gundu Pulav,1,0,68,Delivery,Jayanagar,Mid
12793,20063,3.5,Quick Bites,Biryani,400,Donne Biriyani House,1,0,407,Delivery,Jayanagar,Mid
12794,20065,4.0,Casual Dining,Continental,1100,Smoke - The Sizzler House,1,1,1384,Delivery,Koramangala 7th Block,Luxury
12795,20066,3.3,Quick Bites,North Indian,300,Paratha Junction,1,0,397,Delivery,Jayanagar,Budget
12796,20070,3.9,Quick Bites,North Indian,300,Vyanjan,1,0,203,Delivery,BTM,Budget
12797,20073,4.2,Cafe,Cafe,1000,Mr. Beans - Home Cafe,1,1,2710,Delivery,Koramangala 3rd Block,Premium
12798,20079,4.2,Cafe,Cafe,800,Cafe Medley,1,0,1061,Delivery,Koramangala 5th Block,Premium
12799,20081,4.0,"Bakery, Quick Bites",Bakery,400,Bakers77,1,0,37,Delivery,Jayanagar,Mid
12800,20089,3.4,Quick Bites,Street Food,300,Chatter Platter,1,0,30,Delivery,BTM,Budget
12801,20093,4.2,Delivery,Desserts,400,The Ganache Factory,0,0,128,Delivery,Jayanagar,Mid
12802,20096,4.1,Casual Dining,North Indian,600,Bathinda Junction,1,1,1244,Delivery,Koramangala 5th Block,Mid
12803,20098,3.7,Cafe,Cafe,400,Black Cup Cafe,1,0,29,Delivery,BTM,Mid
12804,20100,4.0,Casual Dining,Continental,1300,Caffe Pascucci,1,1,791,Delivery,JP Nagar,Luxury
12805,20101,4.0,Quick Bites,Biryani,250,Namma Banashankari Donne Biryani,1,0,99,Delivery,JP Nagar,Budget
12806,20108,4.4,Casual Dining,Biryani,600,Meghana Foods,1,0,7220,Delivery,Koramangala 5th Block,Mid
12807,20111,3.5,Bakery,Desserts,400,INDULGE by InnerChef,1,0,29,Delivery,Koramangala 7th Block,Mid
12808,20112,3.9,Quick Bites,Biryani,300,Aramane Donne Briyani,1,0,339,Delivery,JP Nagar,Budget
12809,20118,3.6,Quick Bites,Pizza,500,Pizza Paradise,1,0,60,Delivery,JP Nagar,Mid
12810,20125,4.1,Casual Dining,Pizza,800,1441 Pizzeria,1,0,140,Delivery,JP Nagar,Premium
12811,20134,4.0,Casual Dining,Seafood,1200,Sea Spice by 7 Star,1,1,350,Delivery,Banashankari,Luxury
12812,20137,4.0,Quick Bites,North Indian,200,Maiyas,1,0,1782,Delivery,Jayanagar,Budget
12813,20139,4.2,Casual Dining,Seafood,800,Meenu Oota Da Maane,1,1,294,Delivery,Koramangala 5th Block,Premium
12814,20140,4.1,Quick Bites,Fast Food,500,Potato Bae,1,0,56,Delivery,Koramangala 5th Block,Mid
12815,20142,3.9,Casual Dining,Andhra,500,Alankrutha,1,0,257,Delivery,BTM,Mid
12816,20152,3.9,Quick Bites,Chinese,400,Mountain Spice,1,0,187,Delivery,Koramangala 8th Block,Mid
12817,20153,3.6,Quick Bites,North Indian,200,David's Kitchen,1,0,14,Delivery,BTM,Budget
12818,20154,4.3,Casual Dining,South Indian,400,Prems Graama Bhojanam,1,0,326,Delivery,Jayanagar,Mid
12819,20161,3.6,Casual Dining,Continental,800,La Casa,0,1,570,Delivery,Jayanagar,Premium
12820,20165,3.7,Casual Dining,Andhra,700,Mayur,1,1,21,Delivery,Hosur Road,Premium
12821,20167,4.2,Casual Dining,Chinese,600,Szechuan Dragon,1,0,1654,Delivery,Banashankari,Mid
12822,20171,4.0,Dessert Parlor,Desserts,250,Iceberg Icecreams,1,0,41,Delivery,Basavanagudi,Budget
12823,20173,4.3,Quick Bites,South Indian,100,By 2 Coffee,1,0,319,Delivery,Basavanagudi,Budget
12824,20174,3.5,Quick Bites,Beverages,150,Juice 99,1,0,20,Delivery,BTM,Budget
12825,20175,4.0,Quick Bites,Italian,400,Fiero! Pizzeria,1,0,62,Delivery,Koramangala 6th Block,Mid
12826,20180,2.5,Cafe,Cafe,450,Java City,1,0,157,Delivery,Jayanagar,Mid
12827,20183,3.8,Quick Bites,Fast Food,400,Laziz Pizza,1,0,42,Delivery,Koramangala 7th Block,Mid
12828,20191,2.8,Casual Dining,North Indian,700,The Grillo,1,1,80,Delivery,Jayanagar,Premium
12829,20193,4.2,Quick Bites,North Indian,350,Mini Punjabi Dhaba,1,0,296,Delivery,Banashankari,Mid
12830,20197,4.1,"Cafe, Bar",Cafe,1200,Bistro Oui,1,1,401,Delivery,Koramangala 5th Block,Luxury
12831,20198,4.1,"Casual Dining, Pub",North Indian,1100,Churchill's,1,1,1406,Delivery,JP Nagar,Luxury
12832,20199,4.0,Casual Dining,Chinese,600,The Jade Kitchen,1,0,118,Delivery,JP Nagar,Mid
12833,20200,3.7,Quick Bites,Biryani,200,Anand Donne Biriyani,1,0,46,Delivery,Jayanagar,Budget
12834,20201,4.2,Casual Dining,Andhra,800,Andhra Ruchulu,1,1,1432,Delivery,JP Nagar,Premium
12835,20203,4.0,Dessert Parlor,Desserts,400,BelgYum,1,0,70,Delivery,Koramangala 7th Block,Mid
12836,20205,3.6,Quick Bites,Burger,600,Burger Lounge,1,0,74,Delivery,Koramangala 5th Block,Mid
12837,20207,3.9,Casual Dining,Biryani,750,Mani's Dum Biryani,1,0,778,Delivery,Koramangala 5th Block,Premium
12838,20209,4.1,Quick Bites,Biryani,400,Rajanna Military Hotel,1,0,167,Delivery,Jayanagar,Mid
12839,20210,3.9,Cafe,Continental,700,PHEW (Play Hard Eat Wild),1,1,488,Delivery,BTM,Premium
